Business Relationship,Fund,Share,ISIN,Date,AUM (€),BR Segmentation,Business Country
"EDR FRANCE, PBIA PARIS / MANAGED",EdR Fund Emerging Sovereign,EdR Fund Emerging Sovereign CR - EUR(H),LU1897614571,2025-12-31 05:00:00,2358792,Bank / EdR Private Banking,FRANCE
EDRAM FUNDS,EdR Fund Emerging Sovereign,EdR Fund Emerging Sovereign CR - EUR(H),LU1897614571,2025-12-31 05:00:00,701877,AM company / EdR Fund of Funds,WORLD
EFG BANK SA,EdR Fund Emerging Sovereign,EdR Fund Emerging Sovereign CR - EUR(H),LU1897614571,2025-12-31 05:00:00,222473,Bank / Private Banking,SWITZERLAND
FIL Fondsbank GmbH,EdR Fund Emerging Sovereign,EdR Fund Emerging Sovereign CR - EUR(H),LU1897614571,2025-12-31 05:00:00,16,Bank / Trading Platform,GERMANY
FINANCIERE MEESCHAERT SA,EdR Fund Emerging Sovereign,EdR Fund Emerging Sovereign CR - EUR(H),LU1897614571,2025-12-31 05:00:00,44110,Bank / Private Banking,FRANCE
LA MONDIALE PARTENAIRE SA / Déposé EDRF,EdR Fund Emerging Sovereign,EdR Fund Emerging Sovereign CR - EUR(H),LU1897614571,2025-12-31 05:00:00,6878,Insurance Company / Unit Link,FRANCE
LAZARD FRERES GESTION,EdR Fund Emerging Sovereign,EdR Fund Emerging Sovereign CR - EUR(H),LU1897614571,2025-12-31 05:00:00,16282,AM company / Fund of Funds,FRANCE
MIRABAUD & CIE SA,EdR Fund Emerging Sovereign,EdR Fund Emerging Sovereign CR - EUR(H),LU1897614571,2025-12-31 05:00:00,51914,Bank / Private Banking,SWITZERLAND
QUINTET LUXEMBOURG,EdR Fund Emerging Sovereign,EdR Fund Emerging Sovereign CR - EUR(H),LU1897614571,2025-12-31 05:00:00,67678,Bank / Private Banking,LUXEMBOURG
SWISSQUOTE BANK SA,EdR Fund Emerging Sovereign,EdR Fund Emerging Sovereign CR - EUR(H),LU1897614571,2025-12-31 05:00:00,10163,Bank / Online Broker,SWITZERLAND
UBS AG - CUSTODIAN,EdR Fund Emerging Sovereign,EdR Fund Emerging Sovereign CR - EUR(H),LU1897614571,2025-12-31 05:00:00,103252,Bank / Retail,SWITZERLAND
BANQUE ERIC STURDZA SA,EdR Fund Emerging Sovereign,EdR Fund Emerging Sovereign CR - USD,LU1897614225,2025-12-31 05:00:00,190183,Bank / Private Banking,SWITZERLAND
"EDR EUROPE, SUCURSAL EM PORTUGAL / Advisory",EdR Fund Emerging Sovereign,EdR Fund Emerging Sovereign CR - USD,LU1897614225,2025-12-31 05:00:00,100213,Bank / EdR Private Banking,PORTUGAL
EDR MONACO / Not Managed,EdR Fund Emerging Sovereign,EdR Fund Emerging Sovereign CR - USD,LU1897614225,2025-12-31 05:00:00,241595,Bank / EdR Private Banking,MONACO
EDR SUISSE - GENEVE / Not Managed,EdR Fund Emerging Sovereign,EdR Fund Emerging Sovereign CR - USD,LU1897614225,2025-12-31 05:00:00,86008,Bank / EdR Private Banking,SWITZERLAND
EFG BANK SA,EdR Fund Emerging Sovereign,EdR Fund Emerging Sovereign CR - USD,LU1897614225,2025-12-31 05:00:00,132891,Bank / Private Banking,SWITZERLAND
MIRABAUD & CIE SA,EdR Fund Emerging Sovereign,EdR Fund Emerging Sovereign CR - USD,LU1897614225,2025-12-31 05:00:00,22222,Bank / Private Banking,SWITZERLAND
QUINTET LUXEMBOURG,EdR Fund Emerging Sovereign,EdR Fund Emerging Sovereign CR - USD,LU1897614225,2025-12-31 05:00:00,39860,Bank / Private Banking,LUXEMBOURG
"ALLFUNDS BANK, S.A.U.",EdR Fund Emerging Sovereign,EdR Fund Emerging Sovereign I - EUR(H),LU1897614902,2025-12-31 05:00:00,16580,Bank / Trading Platform,SPAIN
BANCA POPOLARE DEL LAZIO / ALLFUNDS,EdR Fund Emerging Sovereign,EdR Fund Emerging Sovereign I - EUR(H),LU1897614902,2025-12-31 05:00:00,106850,AM company / Fund of Funds,ITALY
BANQUE DE LUXEMBOURG / ALLFUNDS INTERN,EdR Fund Emerging Sovereign,EdR Fund Emerging Sovereign I - EUR(H),LU1897614902,2025-12-31 05:00:00,268338,Bank / Private Banking,LUXEMBOURG
CASSA DI RISPARMIO DI RAVENNA / ALLFUNDS,EdR Fund Emerging Sovereign,EdR Fund Emerging Sovereign I - EUR(H),LU1897614902,2025-12-31 05:00:00,190865,AM company / Fund of Funds,ITALY
CLIENT INCONNU,EdR Fund Emerging Sovereign,EdR Fund Emerging Sovereign I - EUR(H),LU1897614902,2025-12-31 05:00:00,1326,Unknown,UNKNOWN
COMMERZBANK AG - FRANKFURT,EdR Fund Emerging Sovereign,EdR Fund Emerging Sovereign I - EUR(H),LU1897614902,2025-12-31 05:00:00,12468,Bank / Trading Platform,GERMANY
"EDR EUROPE, SUCURSAL EN ESPAÑA / ALLFUNDS INTERN.",EdR Fund Emerging Sovereign,EdR Fund Emerging Sovereign I - EUR(H),LU1897614902,2025-12-31 05:00:00,355202,Bank / EdR Private Banking,SPAIN
EDR SUISSE - GENEVE / Advisory,EdR Fund Emerging Sovereign,EdR Fund Emerging Sovereign I - EUR(H),LU1897614902,2025-12-31 05:00:00,198957,Bank / EdR Private Banking,SWITZERLAND
"EDR SUISSE, SUCCURSALE DE LUGANO / Managed",EdR Fund Emerging Sovereign,EdR Fund Emerging Sovereign I - EUR(H),LU1897614902,2025-12-31 05:00:00,100307,Bank / EdR Private Banking,SWITZERLAND
EDRAM FUNDS,EdR Fund Emerging Sovereign,EdR Fund Emerging Sovereign I - EUR(H),LU1897614902,2025-12-31 05:00:00,1852171,AM company / EdR Fund of Funds,WORLD
EDRAM FUNDS LUX / PRIVEE SELECT,EdR Fund Emerging Sovereign,EdR Fund Emerging Sovereign I - EUR(H),LU1897614902,2025-12-31 05:00:00,824437,AM company / EdR Fund of Funds,LUXEMBOURG
GENERALI ITALIA S.p.A / Allfunds,EdR Fund Emerging Sovereign,EdR Fund Emerging Sovereign I - EUR(H),LU1897614902,2025-12-31 05:00:00,13773,Insurance Company / Mutuelle,ITALY
"HSBC Continental Europe S.A., Germany",EdR Fund Emerging Sovereign,EdR Fund Emerging Sovereign I - EUR(H),LU1897614902,2025-12-31 05:00:00,12,Bank / Retail,GERMANY
MONTIS ASSET MANAGEMENT SA,EdR Fund Emerging Sovereign,EdR Fund Emerging Sovereign I - EUR(H),LU1897614902,2025-12-31 05:00:00,293894,Independant Financial Advisor,SWITZERLAND
CAISSE D'EPARGNE AUVERGNE - LIMOUSIN (Distribution),EdR Fund Emerging Sovereign,EdR Fund Emerging Sovereign I - USD,LU1897614811,2025-12-31 05:00:00,8771,Bank / Retail,FRANCE
COGES CORRATERIE GESTION SA,EdR Fund Emerging Sovereign,EdR Fund Emerging Sovereign I - USD,LU1897614811,2025-12-31 05:00:00,42262,Single Family Office,SWITZERLAND
EDR EUROPE - BP / Advisory,EdR Fund Emerging Sovereign,EdR Fund Emerging Sovereign I - USD,LU1897614811,2025-12-31 05:00:00,103668,Bank / EdR Private Banking,LUXEMBOURG
"EDR SUISSE, SUCCURSALE DE LUGANO / Advisory",EdR Fund Emerging Sovereign,EdR Fund Emerging Sovereign I - USD,LU1897614811,2025-12-31 05:00:00,14941,Bank / EdR Private Banking,SWITZERLAND
"EDR SUISSE, SUCCURSALE DE LUGANO / Managed",EdR Fund Emerging Sovereign,EdR Fund Emerging Sovereign I - USD,LU1897614811,2025-12-31 05:00:00,137878,Bank / EdR Private Banking,SWITZERLAND
"HSBC Continental Europe S.A., Germany",EdR Fund Emerging Sovereign,EdR Fund Emerging Sovereign I - USD,LU1897614811,2025-12-31 05:00:00,80,Bank / Retail,GERMANY
EDRAM FUNDS,EdR Fund Emerging Sovereign,EdR Fund Emerging Sovereign K - EUR(H),LU1897615388,2025-12-31 05:00:00,3016087,AM company / EdR Fund of Funds,WORLD
EDRAM FUNDS LUX / EDR F / BOND ALLOC – Rétro fonds EDRAM,EdR Fund Emerging Sovereign,EdR Fund Emerging Sovereign K - EUR(H),LU1897615388,2025-12-31 05:00:00,10045757,AM company / EdR Fund of Funds,LUXEMBOURG
SWISS LIFE ASSURANCE ET PATRIMOINE / Référencement,EdR Fund Emerging Sovereign,EdR Fund Emerging Sovereign K - EUR(H),LU1897615388,2025-12-31 05:00:00,6697,Insurance Company / Unit Link,FRANCE
SWISS LIFE BANQUE PRIVEE / FUND CHANNEL,EdR Fund Emerging Sovereign,EdR Fund Emerging Sovereign K - EUR(H),LU1897615388,2025-12-31 05:00:00,744,Bank / Private Banking,FRANCE
CLAL INSURANCE LTD,EdR Fund Emerging Sovereign,EdR Fund Emerging Sovereign K - USD,LU1897615206,2025-12-31 05:00:00,258,Pension Fund / Other,ISRAEL
EDR SUISSE - GENEVE / Not Managed,EdR Fund Emerging Sovereign,EdR Fund Emerging Sovereign K - USD,LU1897615206,2025-12-31 05:00:00,69144,Bank / EdR Private Banking,SWITZERLAND
BANCA FINECO,EdR Fund Emerging Sovereign,EdR Fund Emerging Sovereign R - EUR(H),LU1897616436,2025-12-31 05:00:00,428270,Bank / Retail,ITALY
BANCA GENERALI S.P.A. / AFB ITALY,EdR Fund Emerging Sovereign,EdR Fund Emerging Sovereign R - EUR(H),LU1897616436,2025-12-31 05:00:00,163183,Bank / Retail,ITALY
BANCO INVERSIS S.A.,EdR Fund Emerging Sovereign,EdR Fund Emerging Sovereign R - EUR(H),LU1897616436,2025-12-31 05:00:00,2,Bank / Trading Platform,SPAIN
BANK VONTOBEL,EdR Fund Emerging Sovereign,EdR Fund Emerging Sovereign R - EUR(H),LU1897616436,2025-12-31 05:00:00,7249,Bank / Private Banking,SWITZERLAND
COMMERZBANK AG - FRANKFURT,EdR Fund Emerging Sovereign,EdR Fund Emerging Sovereign R - EUR(H),LU1897616436,2025-12-31 05:00:00,3987,Bank / Trading Platform,GERMANY
"HSBC Continental Europe S.A., Germany",EdR Fund Emerging Sovereign,EdR Fund Emerging Sovereign R - EUR(H),LU1897616436,2025-12-31 05:00:00,27186,Bank / Retail,GERMANY
MEDIOBANCA PREMIER (ex. CHEBANCA! S.P.A.) / AFB ITALY,EdR Fund Emerging Sovereign,EdR Fund Emerging Sovereign R - EUR(H),LU1897616436,2025-12-31 05:00:00,18043,Bank / Retail,ITALY
Partner Bank AG,EdR Fund Emerging Sovereign,EdR Fund Emerging Sovereign R - EUR(H),LU1897616436,2025-12-31 05:00:00,42953,Bank / Retail,AUSTRIA
RAIFFEISEN BANK INTERNATIONAL AG,EdR Fund Emerging Sovereign,EdR Fund Emerging Sovereign R - EUR(H),LU1897616436,2025-12-31 05:00:00,3986,Bank / Trading Platform,AUSTRIA
RENTA 4 / ALLFUNDS,EdR Fund Emerging Sovereign,EdR Fund Emerging Sovereign R - EUR(H),LU1897616436,2025-12-31 05:00:00,691,Bank / Private Banking,SPAIN
BANCA GENERALI S.P.A. / AFB ITALY,EdR Fund Emerging Sovereign,EdR Fund Emerging Sovereign R - USD,LU1897616352,2025-12-31 05:00:00,23263,Bank / Retail,ITALY
ABEILLE VIE (CGPI) / MFEX,EdR Fund Euro High Yield,EdR Fund Euro High Yield A - EUR,LU1160363633,2025-12-31 05:00:00,623,Insurance Company / Unit Link,FRANCE
ABEILLE VIE (UC) / MFEX,EdR Fund Euro High Yield,EdR Fund Euro High Yield A - EUR,LU1160363633,2025-12-31 05:00:00,2491,Insurance Company / Unit Link,FRANCE
AEP-ASSURANCE EPARGNE PENSION / ALLFUNDS,EdR Fund Euro High Yield,EdR Fund Euro High Yield A - EUR,LU1160363633,2025-12-31 05:00:00,3684958,Insurance Company / Unit Link,FRANCE
ALLIANZ LIFE LUXEMBOURG,EdR Fund Euro High Yield,EdR Fund Euro High Yield A - EUR,LU1160363633,2025-12-31 05:00:00,2755,Insurance Company / Unit Link,LUXEMBOURG
ALPHEYS INVEST,EdR Fund Euro High Yield,EdR Fund Euro High Yield A - EUR,LU1160363633,2025-12-31 05:00:00,428907,Bank / Trading Platform,FRANCE
ANDBANK / BANCO INVERSIS,EdR Fund Euro High Yield,EdR Fund Euro High Yield A - EUR,LU1160363633,2025-12-31 05:00:00,6129,Bank / Private Banking,SPAIN
APICIL EPARGNE / INTENTIAL,EdR Fund Euro High Yield,EdR Fund Euro High Yield A - EUR,LU1160363633,2025-12-31 05:00:00,10157,AM company / Fund of Funds,FRANCE
APICIL LIFE SA,EdR Fund Euro High Yield,EdR Fund Euro High Yield A - EUR,LU1160363633,2025-12-31 05:00:00,40973,Insurance Company / Unit Link,FRANCE
ARKEA DIRECT BANK / FORTUNEO,EdR Fund Euro High Yield,EdR Fund Euro High Yield A - EUR,LU1160363633,2025-12-31 05:00:00,59172,Bank / Online Broker,FRANCE
ASSURANCES DU CREDIT MUTUEL - ACM,EdR Fund Euro High Yield,EdR Fund Euro High Yield A - EUR,LU1160363633,2025-12-31 05:00:00,20461,Insurance Company / Unit Link,FRANCE
AXA BANQUE,EdR Fund Euro High Yield,EdR Fund Euro High Yield A - EUR,LU1160363633,2025-12-31 05:00:00,58269,Bank / Retail,FRANCE
AXA FRANCE (CGPI) / MFEX,EdR Fund Euro High Yield,EdR Fund Euro High Yield A - EUR,LU1160363633,2025-12-31 05:00:00,13318443,Insurance Company / Unit Link,FRANCE
AXA FRANCE (GESTION PRIVEE) Ext / MFEX,EdR Fund Euro High Yield,EdR Fund Euro High Yield A - EUR,LU1160363633,2025-12-31 05:00:00,3279072,Insurance Company / Unit Link,FRANCE
AXA FRANCE (GESTION PRIVEE) Int / MFEX,EdR Fund Euro High Yield,EdR Fund Euro High Yield A - EUR,LU1160363633,2025-12-31 05:00:00,1160409,Insurance Company / Unit Link,FRANCE
AXA IM (Eparinter / SIACI SH),EdR Fund Euro High Yield,EdR Fund Euro High Yield A - EUR,LU1160363633,2025-12-31 05:00:00,26856,AM company / Fund of Funds,FRANCE
AXA WEALTH EUROPE / MFEX,EdR Fund Euro High Yield,EdR Fund Euro High Yield A - EUR,LU1160363633,2025-12-31 05:00:00,730548,Insurance Company / Unit Link,LUXEMBOURG
BANCA CAMBIANO 1884 S.P.A. / AFB ITALY,EdR Fund Euro High Yield,EdR Fund Euro High Yield A - EUR,LU1160363633,2025-12-31 05:00:00,73274,Bank / Retail,ITALY
BANCA FINECO,EdR Fund Euro High Yield,EdR Fund Euro High Yield A - EUR,LU1160363633,2025-12-31 05:00:00,155692,Bank / Retail,ITALY
BANQUE DE LUXEMBOURG / ALLFUNDS INTERN,EdR Fund Euro High Yield,EdR Fund Euro High Yield A - EUR,LU1160363633,2025-12-31 05:00:00,90668,Bank / Private Banking,LUXEMBOURG
BANQUE LOMBARD ODIER & CIE SA,EdR Fund Euro High Yield,EdR Fund Euro High Yield A - EUR,LU1160363633,2025-12-31 05:00:00,26688,Bank / Private Banking,SWITZERLAND
BANQUE MICHEL INCHAUSPE,EdR Fund Euro High Yield,EdR Fund Euro High Yield A - EUR,LU1160363633,2025-12-31 05:00:00,23699,Bank / Private Banking,FRANCE
"BBVA, S.A, SUCCURSALE ITALIANA (BBVA italian Branch)",EdR Fund Euro High Yield,EdR Fund Euro High Yield A - EUR,LU1160363633,2025-12-31 05:00:00,5519,Bank / Retail,ITALY
BFORBANK / FUND CHANNEL,EdR Fund Euro High Yield,EdR Fund Euro High Yield A - EUR,LU1160363633,2025-12-31 05:00:00,6229,Bank / Online Broker,FRANCE
BGL BNP PARIBAS / ALLFUNDS,EdR Fund Euro High Yield,EdR Fund Euro High Yield A - EUR,LU1160363633,2025-12-31 05:00:00,54635,Bank / Private Banking,LUXEMBOURG
BNP PARIBAS SA / ALLFUNDS,EdR Fund Euro High Yield,EdR Fund Euro High Yield A - EUR,LU1160363633,2025-12-31 05:00:00,11760,Bank / Private Banking,FRANCE
BOURSORAMA,EdR Fund Euro High Yield,EdR Fund Euro High Yield A - EUR,LU1160363633,2025-12-31 05:00:00,197754,Bank / Online Broker,FRANCE
BPE / No rebate,EdR Fund Euro High Yield,EdR Fund Euro High Yield A - EUR,LU1160363633,2025-12-31 05:00:00,22952,Bank / Private Banking,FRANCE
CA INDOSUEZ WEALTH (Europe) / FUND CHANNEL,EdR Fund Euro High Yield,EdR Fund Euro High Yield A - EUR,LU1160363633,2025-12-31 05:00:00,182368,Bank / Private Banking,LUXEMBOURG
CARDIF ASSURANCE VIE (GESTION DE FORTUNE) / ALLFUNDS,EdR Fund Euro High Yield,EdR Fund Euro High Yield A - EUR,LU1160363633,2025-12-31 05:00:00,542,Insurance Company / Unit Link,FRANCE
CARDIF ASSURANCE VIE (UC) / ALLFUNDS,EdR Fund Euro High Yield,EdR Fund Euro High Yield A - EUR,LU1160363633,2025-12-31 05:00:00,964,Insurance Company / Unit Link,FRANCE
CHOLET DUPONT,EdR Fund Euro High Yield,EdR Fund Euro High Yield A - EUR,LU1160363633,2025-12-31 05:00:00,177489,AM company / Fund of Funds,FRANCE
CLIENT INCONNU,EdR Fund Euro High Yield,EdR Fund Euro High Yield A - EUR,LU1160363633,2025-12-31 05:00:00,-1042497,Unknown,UNKNOWN
CM-CIC GESTION,EdR Fund Euro High Yield,EdR Fund Euro High Yield A - EUR,LU1160363633,2025-12-31 05:00:00,2,AM company / Fund of Funds,FRANCE
CNP Assurances (Distribution MFEX FRANCE),EdR Fund Euro High Yield,EdR Fund Euro High Yield A - EUR,LU1160363633,2025-12-31 05:00:00,111767,Insurance Company / Unit Link,FRANCE
COGES CORRATERIE GESTION SA,EdR Fund Euro High Yield,EdR Fund Euro High Yield A - EUR,LU1160363633,2025-12-31 05:00:00,15126,Single Family Office,SWITZERLAND
COMPAGNIE MONEGASQUE DE BANQUE / ALLFUNDS,EdR Fund Euro High Yield,EdR Fund Euro High Yield A - EUR,LU1160363633,2025-12-31 05:00:00,35584,Bank / Private Banking,MONACO
CRCAM ALPES PROVENCE (Distribution) / FUND CHANNEL,EdR Fund Euro High Yield,EdR Fund Euro High Yield A - EUR,LU1160363633,2025-12-31 05:00:00,17881,Bank / Retail,FRANCE
CRCAM CENTRE LOIRE (Distribution) / FUND CHANNEL,EdR Fund Euro High Yield,EdR Fund Euro High Yield A - EUR,LU1160363633,2025-12-31 05:00:00,8006,Bank / Retail,FRANCE
CRCAM CENTRE OUEST (Distribution) / FUND CHANNEL,EdR Fund Euro High Yield,EdR Fund Euro High Yield A - EUR,LU1160363633,2025-12-31 05:00:00,3558,Bank / Retail,FRANCE
CRCAM NORMANDIE (Distribution) / FUND CHANNEL,EdR Fund Euro High Yield,EdR Fund Euro High Yield A - EUR,LU1160363633,2025-12-31 05:00:00,2,Bank / Retail,FRANCE
"EDMOND DE ROTHSCHILD EUROPE, SUCCURSALE ITALIANA/ RETAIL - CLIENTS PRIVES / Advisory",EdR Fund Euro High Yield,EdR Fund Euro High Yield A - EUR,LU1160363633,2025-12-31 05:00:00,171300,Bank / EdR Private Banking,ITALY
EDR EUROPE - CUSTODIAN,EdR Fund Euro High Yield,EdR Fund Euro High Yield A - EUR,LU1160363633,2025-12-31 05:00:00,1532336,Bank / EdR Private Banking,LUXEMBOURG
"EDR EUROPE, SUCURSAL EM PORTUGAL / Advisory",EdR Fund Euro High Yield,EdR Fund Euro High Yield A - EUR,LU1160363633,2025-12-31 05:00:00,88960,Bank / EdR Private Banking,PORTUGAL
EDR FRANCE / DCP,EdR Fund Euro High Yield,EdR Fund Euro High Yield A - EUR,LU1160363633,2025-12-31 05:00:00,64722,Bank / EdR Private Banking,FRANCE
"EDR FRANCE, DCP LYON /  NOT MANAGED",EdR Fund Euro High Yield,EdR Fund Euro High Yield A - EUR,LU1160363633,2025-12-31 05:00:00,327911,Bank / EdR Private Banking,FRANCE
"EDR FRANCE, DCP PARIS / ADVISORY",EdR Fund Euro High Yield,EdR Fund Euro High Yield A - EUR,LU1160363633,2025-12-31 05:00:00,347309,Bank / EdR Private Banking,FRANCE
"EDR FRANCE, DCP PARIS / NOT MANAGED",EdR Fund Euro High Yield,EdR Fund Euro High Yield A - EUR,LU1160363633,2025-12-31 05:00:00,2017092,Bank / EdR Private Banking,FRANCE
"EDR FRANCE, DCP PROVINCE / ADVISORY",EdR Fund Euro High Yield,EdR Fund Euro High Yield A - EUR,LU1160363633,2025-12-31 05:00:00,93297,Bank / EdR Private Banking,FRANCE
"EDR FRANCE, DCP PROVINCE / NOT MANAGED",EdR Fund Euro High Yield,EdR Fund Euro High Yield A - EUR,LU1160363633,2025-12-31 05:00:00,102882,Bank / EdR Private Banking,FRANCE
"EDR FRANCE, EDRAC / AXA FRANCE VIE (Technical)",EdR Fund Euro High Yield,EdR Fund Euro High Yield A - EUR,LU1160363633,2025-12-31 05:00:00,36767,Bank / EdR Private Banking,FRANCE
"EDR FRANCE, EDRAC / CRCA / GENERALI (Technical)",EdR Fund Euro High Yield,EdR Fund Euro High Yield A - EUR,LU1160363633,2025-12-31 05:00:00,1781869,Bank / EdR Private Banking,FRANCE
"EDR France, PBIA PARIS / Assurances Vie / Managed",EdR Fund Euro High Yield,EdR Fund Euro High Yield A - EUR,LU1160363633,2025-12-31 05:00:00,1387434,Bank / EdR Private Banking,FRANCE
EDR MONACO,EdR Fund Euro High Yield,EdR Fund Euro High Yield A - EUR,LU1160363633,2025-12-31 05:00:00,274442,Bank / EdR Private Banking,MONACO
EDR MONACO / Advisory,EdR Fund Euro High Yield,EdR Fund Euro High Yield A - EUR,LU1160363633,2025-12-31 05:00:00,3447971,Bank / EdR Private Banking,MONACO
EDR MONACO / Managed,EdR Fund Euro High Yield,EdR Fund Euro High Yield A - EUR,LU1160363633,2025-12-31 05:00:00,74126365,Bank / EdR Private Banking,MONACO
EDR MONACO / Not Managed,EdR Fund Euro High Yield,EdR Fund Euro High Yield A - EUR,LU1160363633,2025-12-31 05:00:00,3628011,Bank / EdR Private Banking,MONACO
EDR SUISSE - GENEVE / Advisory,EdR Fund Euro High Yield,EdR Fund Euro High Yield A - EUR,LU1160363633,2025-12-31 05:00:00,378080,Bank / EdR Private Banking,SWITZERLAND
EDRAM FUNDS,EdR Fund Euro High Yield,EdR Fund Euro High Yield A - EUR,LU1160363633,2025-12-31 05:00:00,467040,AM company / EdR Fund of Funds,WORLD
EFG BANK SA,EdR Fund Euro High Yield,EdR Fund Euro High Yield A - EUR,LU1160363633,2025-12-31 05:00:00,835334,Bank / Private Banking,SWITZERLAND
GENERALI VIE (CGPI),EdR Fund Euro High Yield,EdR Fund Euro High Yield A - EUR,LU1160363633,2025-12-31 05:00:00,24960459,Insurance Company / Unit Link,FRANCE
GENERALI VIE (DISTRIBUTION),EdR Fund Euro High Yield,EdR Fund Euro High Yield A - EUR,LU1160363633,2025-12-31 05:00:00,37440689,Insurance Company / Unit Link,FRANCE
IFSAM - INTERNATIONAL FUND SERVICES AND ASSET MANAGEMENT,EdR Fund Euro High Yield,EdR Fund Euro High Yield A - EUR,LU1160363633,2025-12-31 05:00:00,296237,Bank / Trading Platform,SWITZERLAND
LA FINANCIERE TIEPOLO,EdR Fund Euro High Yield,EdR Fund Euro High Yield A - EUR,LU1160363633,2025-12-31 05:00:00,100080,AM company / Independant,FRANCE
LA MONDIALE EUROPARTNER (ex LA HENIN VIE ET LA MONDIALE LUX),EdR Fund Euro High Yield,EdR Fund Euro High Yield A - EUR,LU1160363633,2025-12-31 05:00:00,1312569,Insurance Company / Unit Link,LUXEMBOURG
LA MONDIALE PARTENAIRE SA / Déposé EDRF,EdR Fund Euro High Yield,EdR Fund Euro High Yield A - EUR,LU1160363633,2025-12-31 05:00:00,230793,Insurance Company / Unit Link,FRANCE
LAZARD FRERES GESTION,EdR Fund Euro High Yield,EdR Fund Euro High Yield A - EUR,LU1160363633,2025-12-31 05:00:00,44480,AM company / Fund of Funds,FRANCE
MILLEIS BANQUE FRANCE,EdR Fund Euro High Yield,EdR Fund Euro High Yield A - EUR,LU1160363633,2025-12-31 05:00:00,445,Bank / Private Banking,FRANCE
MONTIS ASSET MANAGEMENT SA,EdR Fund Euro High Yield,EdR Fund Euro High Yield A - EUR,LU1160363633,2025-12-31 05:00:00,244640,Independant Financial Advisor,SWITZERLAND
NATIXIS WEALTH MANAGEMENT / MFEX,EdR Fund Euro High Yield,EdR Fund Euro High Yield A - EUR,LU1160363633,2025-12-31 05:00:00,9089,Bank / Private Banking,FRANCE
NORTIA / ALLFUNDS,EdR Fund Euro High Yield,EdR Fund Euro High Yield A - EUR,LU1160363633,2025-12-31 05:00:00,19530,Independant Financial Advisor,FRANCE
NORTIA INVEST / NO REBATE,EdR Fund Euro High Yield,EdR Fund Euro High Yield A - EUR,LU1160363633,2025-12-31 05:00:00,32026,Independant Financial Advisor,FRANCE
NORTIA INVEST /ALLFUNDS,EdR Fund Euro High Yield,EdR Fund Euro High Yield A - EUR,LU1160363633,2025-12-31 05:00:00,722603,Independant Financial Advisor,FRANCE
NORTIA LA MONDIALE / ALLFUNDS,EdR Fund Euro High Yield,EdR Fund Euro High Yield A - EUR,LU1160363633,2025-12-31 05:00:00,347802,Independant Financial Advisor,FRANCE
ODDO BHF / MFEX,EdR Fund Euro High Yield,EdR Fund Euro High Yield A - EUR,LU1160363633,2025-12-31 05:00:00,200243,Bank / Private Banking,FRANCE
ORADEA VIE,EdR Fund Euro High Yield,EdR Fund Euro High Yield A - EUR,LU1160363633,2025-12-31 05:00:00,126765,Insurance Company / Unit Link,FRANCE
PATRIVAL/CAP,EdR Fund Euro High Yield,EdR Fund Euro High Yield A - EUR,LU1160363633,2025-12-31 05:00:00,467,AM company / Fund of Funds,FRANCE
QUINTET LUXEMBOURG,EdR Fund Euro High Yield,EdR Fund Euro High Yield A - EUR,LU1160363633,2025-12-31 05:00:00,2625896,Bank / Private Banking,LUXEMBOURG
RENTA 4 / ALLFUNDS,EdR Fund Euro High Yield,EdR Fund Euro High Yield A - EUR,LU1160363633,2025-12-31 05:00:00,13316,Bank / Private Banking,SPAIN
